&	pg345.txt:21`5000-8.txt:12`pg1260.txt:3`pg1400.txt:1`pg6130.txt:1
courteously	2600-0.txt:3`pg236.txt:1`pg345.txt:1
courtesan	4300-0.txt:2`2600-0.txt:1
courtesies	pg98.txt:1`4300-0.txt:1
courtesy	pg345.txt:5`2600-0.txt:4`4300-0.txt:2
courthouse	4300-0.txt:4
courtier	2600-0.txt:8`pg1400.txt:1
courtierlike	2600-0.txt:2
courtiers	2600-0.txt:17`4300-0.txt:2
courting	4300-0.txt:4`2600-0.txt:2`pg1400.txt:1
courtliness	pg345.txt:1
courtly	pg345.txt:5`pg98.txt:4`2600-0.txt:3`4300-0.txt:1
courtmartial	4300-0.txt:1
courts	pg6130.txt:8`2600-0.txt:5`pg730.txt:4`4300-0.txt:4`pg98.txt:2`pg1400.txt:1`5000-8.txt:1
courtship	pg1260.txt:4`2600-0.txt:2`4300-0.txt:1
courtyard	pg98.txt:35`2600-0.txt:17`pg1400.txt:12`pg345.txt:10`5000-8.txt:3`pg1260.txt:2`pg236.txt:1
courtyards	2600-0.txt:1`pg236.txt:1`pg98.txt:1
cousin	2600-0.txt:35`4300-0.txt:13`pg1260.txt:12`pg1400.txt:5`5000-8.txt:1`pg236.txt:1`pg98.txt:1
cousinage	2600-0.txt:1
cousinage—dangereux	2600-0.txt:1
cousine	2600-0.txt:2
cousinhood	2600-0.txt:2
cousins	pg1260.txt:11`2600-0.txt:4`4300-0.txt:4
cousinship	pg1260.txt:1
couta	5000-8.txt:1
couteau	5000-8.txt:1
couth	4300-0.txt:1
coutille	4300-0.txt:1
coutts	pg345.txt:1
couture	2600-0.txt:1
couvert	5000-8.txt:2
cove	pg730.txt:4`4300-0.txt:4`pg1400.txt:1`5000-8.txt:1
coved	5000-8.txt:1
covenant	4300-0.txt:1
covent	pg1400.txt:3`pg730.txt:1
coventry	4300-0.txt:1
cover	5000-8.txt:27`pg6130.txt:20`2600-0.txt:17`4300-0.txt:12`pg730.txt:8`pg1260.txt:8`pg1400.txt:6`pg236.txt:4`pg345.txt:4`pg98.txt:2
coverchio	5000-8.txt:1
covered	2600-0.txt:88`5000-8.txt:58`4300-0.txt:20`pg1260.txt:20`pg345.txt:19`pg730.txt:17`pg98.txt:12`pg1400.txt:8`pg236.txt:6`pg6130.txt:3
covering	2600-0.txt:16`5000-8.txt:8`pg730.txt:7`pg1260.txt:7`pg6130.txt:5`4300-0.txt:5`pg1400.txt:4`pg98.txt:1`pg345.txt:1
coverings	pg1260.txt:2`pg6130.txt:1
coverless	4300-0.txt:1
coverlet	pg730.txt:2`pg98.txt:2`pg1400.txt:1`2600-0.txt:1`pg345.txt:1`pg1260.txt:1
coverlets	pg6130.txt:1
coverlid	pg730.txt:1
covers	5000-8.txt:16`4300-0.txt:9`2600-0.txt:4`pg6130.txt:4`pg730.txt:2`pg1260.txt:2`pg1400.txt:1`pg236.txt:1`pg345.txt:1
coversheet	5000-8.txt:1
covert	2600-0.txt:5`pg6130.txt:4`pg1260.txt:2`pg730.txt:1`5000-8.txt:1`4300-0.txt:1
covertly	pg730.txt:2`4300-0.txt:1
coves	pg730.txt:1
covet	pg1260.txt:3`4300-0.txt:1
coveted	pg1260.txt:2`4300-0.txt:1
covetous	pg730.txt:1`pg6130.txt:1
covetously	4300-0.txt:1
covetousness	5000-8.txt:1
covey	pg730.txt:2`4300-0.txt:2
covin	4300-0.txt:1
covoni	5000-8.txt:1
cow	pg236.txt:17`4300-0.txt:15`2600-0.txt:3`5000-8.txt:2`pg98.txt:2`pg345.txt:1
coward	pg6130.txt:9`2600-0.txt:6`pg730.txt:5`pg236.txt:2`4300-0.txt:2`pg345.txt:2`pg1400.txt:1`5000-8.txt:1
cowardice	2600-0.txt:2`pg1400.txt:1`pg730.txt:1`5000-8.txt:1`pg6130.txt:1`pg236.txt:1`pg98.txt:1
cowardly	pg730.txt:3`pg1400.txt:2`pg6130.txt:1`pg1260.txt:1
cowards	pg6130.txt:3`pg236.txt:3`2600-0.txt:2`pg345.txt:1
coward—yes	2600-0.txt:1
cowbones	4300-0.txt:1
cowcatcher	4300-0.txt:1
cowe	4300-0.txt:2
cowed	4300-0.txt:2`pg730.txt:1`pg98.txt:1
cower	pg345.txt:1`pg1260.txt:1
cowered	pg345.txt:5`pg730.txt:3`pg236.txt:2`4300-0.txt:1
cowering	pg730.txt:2`pg236.txt:2`pg1400.txt:1`pg6130.txt:1`pg345.txt:1
cowflesh	4300-0.txt:1
cowheel	4300-0.txt:1
cowhide	4300-0.txt:2
cowhouse	2600-0.txt:1`4300-0.txt:1
cowily	4300-0.txt:1
cowing	4300-0.txt:1
cowley	4300-0.txt:44
cowper	pg6130.txt:2
cowries	4300-0.txt:1
cows	pg236.txt:9`4300-0.txt:9`pg98.txt:4`pg345.txt:2`pg1260.txt:2`5000-8.txt:1`pg6130.txt:1
cowshed	2600-0.txt:3
cowslips	4300-0.txt:1
cox	4300-0.txt:1
coxcomb	4300-0.txt:1
coxcombs	2600-0.txt:1
coy	4300-0.txt:41
coylo	4300-0.txt:1
coyly	4300-0.txt:3
coyness	2600-0.txt:1
coz	4300-0.txt:1
cozening	4300-0.txt:1
cozy	pg345.txt:1
cp	5000-8.txt:5`4300-0.txt:3
cra	5000-8.txt:1
crab	5000-8.txt:4`4300-0.txt:4
crabbed	pg1260.txt:3
crabs	5000-8.txt:2`pg236.txt:1`4300-0.txt:1
crack	4300-0.txt:11`2600-0.txt:10`5000-8.txt:6`pg730.txt:5`pg345.txt:4`pg1400.txt:3`pg6130.txt:2`pg1260.txt:2`pg236.txt:1
cracked	2600-0.txt:9`4300-0.txt:9`pg345.txt:3`5000-8.txt:2`pg98.txt:2`pg1400.txt:1
cracken	4300-0.txt:1
crackered	pg1400.txt:2
crackers	pg1400.txt:2`4300-0.txt:1
cracking	4300-0.txt:8`pg345.txt:3`2600-0.txt:2`pg1400.txt:1`pg236.txt:1`pg98.txt:1`pg1260.txt:1
crackingly	4300-0.txt:1
crackit	pg730.txt:38
crackle	2600-0.txt:3`pg6130.txt:1`pg236.txt:1`pg345.txt:1`pg1260.txt:1
crackled	2600-0.txt:3`pg236.txt:2`pg730.txt:1`pg6130.txt:1
crackles	pg6130.txt:1`4300-0.txt:1
crackling	pg6130.txt:12`2600-0.txt:8`4300-0.txt:6`pg730.txt:1
cracks	5000-8.txt:10`4300-0.txt:5`pg345.txt:2`pg1400.txt:1`2600-0.txt:1`pg6130.txt:1
cracksman	pg730.txt:1
cracksmen	pg1400.txt:1
cradle	4300-0.txt:6`pg1260.txt:4`pg730.txt:3`pg98.txt:3`2600-0.txt:2`pg1400.txt:1`5000-8.txt:1`pg236.txt:1
craft	2600-0.txt:3`pg1400.txt:2`pg730.txt:2`4300-0.txt:2`pg345.txt:2`pg98.txt:1`pg1260.txt:1
craftily	pg730.txt:1`pg98.txt:1
craftsman	5000-8.txt:1
craftsmanship	2600-0.txt:1
craftsmen	2600-0.txt:1
crafty	2600-0.txt:4`pg730.txt:3
crag	pg1260.txt:9`pg98.txt:8
craggy	pg6130.txt:4`pg1260.txt:2
crags	pg6130.txt:1`4300-0.txt:1`pg345.txt:1
craig	4300-0.txt:1
cram	4300-0.txt:2
cramen	4300-0.txt:1
cramer	4300-0.txt:1
crammed	4300-0.txt:4`pg1400.txt:2`pg730.txt:2`pg236.txt:1
cramming	4300-0.txt:2`pg1400.txt:1
crammle	pg345.txt:1
cramp	2600-0.txt:1`4300-0.txt:1
cramped	2600-0.txt:2`4300-0.txt:2`pg236.txt:1`pg98.txt:1`pg1260.txt:1
cramping	pg1260.txt:1
crampton	4300-0.txt:3
cranae	pg6130.txt:2
cranaus	pg6130.txt:1
crane	4300-0.txt:2`5000-8.txt:1`pg236.txt:1`pg98.txt:1
craned	pg98.txt:1
cranes	pg6130.txt:6`5000-8.txt:1`4300-0.txt:1
craning	pg345.txt:1
cranium	4300-0.txt:1
crank	2600-0.txt:2
cranks	2600-0.txt:2`4300-0.txt:2
cranly	4300-0.txt:7
crannies	pg345.txt:2`pg6130.txt:1
crannocks	4300-0.txt:1
cranny	pg345.txt:1
crans	4300-0.txt:1
crants	pg345.txt:1
crapathus	pg6130.txt:1
crape	pg1260.txt:4`4300-0.txt:3`pg730.txt:2`5000-8.txt:1
craped	4300-0.txt:1
crash	pg98.txt:7`pg345.txt:5`pg6130.txt:4`pg1260.txt:4`2600-0.txt:3`pg730.txt:3`pg236.txt:1
crashed	pg236.txt:2`pg1260.txt:2`2600-0.txt:1`pg345.txt:1
crashes	4300-0.txt:1
crashing	pg236.txt:4`pg6130.txt:2`2600-0.txt:1`pg730.txt:1`pg98.txt:1`4300-0.txt:1`pg345.txt:1
crashings	pg236.txt:1
crassiusque	5000-8.txt:1
crate	4300-0.txt:1
crater	pg1260.txt:3`5000-8.txt:1`4300-0.txt:1
craters	4300-0.txt:1
crates	4300-0.txt:4
cratylus	pg6130.txt:1
cravat	pg1400.txt:4`pg730.txt:2`pg98.txt:2`pg1260.txt:1
crave	5000-8.txt:1`pg345.txt:1
craved	4300-0.txt:2`5000-8.txt:1
craven	pg730.txt:2`pg98.txt:1`4300-0.txt:1
cravens	4300-0.txt:1
craves	pg6130.txt:2`pg1260.txt:1
craving	pg98.txt:7`pg1260.txt:3`5000-8.txt:1`4300-0.txt:1`pg345.txt:1
cravings	pg1260.txt:3
craw	5000-8.txt:1`4300-0.txt:1
crawford	4300-0.txt:44
crawl	2600-0.txt:3`pg236.txt:2`pg345.txt:2`pg730.txt:1`pg98.txt:1
crawled	2600-0.txt:3`pg730.txt:1`5000-8.txt:1`pg236.txt:1`pg98.txt:1`4300-0.txt:1`pg345.txt:1`pg1260.txt:1
crawler	4300-0.txt:1
crawling	pg730.txt:3`pg1400.txt:2`pg236.txt:2`2600-0.txt:1`pg98.txt:1`pg1260.txt:1
crawlings	pg1400.txt:1
crawls	4300-0.txt:3`5000-8.txt:1
crawsick	4300-0.txt:1
crawthumpers	4300-0.txt:1
crayfish	4300-0.txt:2
crayon	pg6130.txt:1
crayons	5000-8.txt:2`pg1260.txt:1
crazed	pg98.txt:2
crazy	2600-0.txt:8`pg730.txt:5`4300-0.txt:5`pg98.txt:2`pg1400.txt:1`pg345.txt:1
creak	2600-0.txt:9`pg345.txt:4`pg1400.txt:2`pg236.txt:2`4300-0.txt:2`pg1260.txt:1
creaked	2600-0.txt:11`4300-0.txt:5`pg1260.txt:2`pg345.txt:1
creaking	4300-0.txt:13`pg345.txt:8`2600-0.txt:7`pg730.txt:3`pg1400.txt:2`pg236.txt:1
creaks	2600-0.txt:1
creaky	4300-0.txt:2`pg345.txt:1
cream	4300-0.txt:24`2600-0.txt:4`pg6130.txt:1
creamery	4300-0.txt:1
creamfruit	4300-0.txt:2
creaminess	4300-0.txt:1
creaming	4300-0.txt:1
creamlaid	4300-0.txt:1
creams	4300-0.txt:2
creamy	4300-0.txt:4`pg1400.txt:1
crease	2600-0.txt:1`pg1260.txt:1
creased	4300-0.txt:3`pg1260.txt:1
creases	2600-0.txt:2`4300-0.txt:2`pg1260.txt:1
creasing	pg98.txt:1
create	2600-0.txt:4`4300-0.txt:3`pg345.txt:3`5000-8.txt:2`pg6130.txt:2`pg1260.txt:1
created	5000-8.txt:18`4300-0.txt:10`2600-0.txt:7`pg1260.txt:6`pg6130.txt:5`pg730.txt:3`pg345.txt:3`pg1400.txt:2`pg236.txt:2`pg98.txt:2
creates	pg6130.txt:1
creating	4300-0.txt:5`2600-0.txt:4`pg1400.txt:4`pg730.txt:4`pg6130.txt:4`pg236.txt:4`pg98.txt:4`pg345.txt:4`pg1260.txt:4`5000-8.txt:3
creation	4300-0.txt:10`2600-0.txt:5`pg6130.txt:3`pg98.txt:3`pg345.txt:3`pg1400.txt:2`pg1260.txt:2`pg730.txt:1`5000-8.txt:1`pg236.txt:1
creations	pg6130.txt:1`4300-0.txt:1
creato	5000-8.txt:1
creator	4300-0.txt:7`2600-0.txt:4`pg98.txt:2`pg730.txt:1`pg1260.txt:1
creators	5000-8.txt:1
creatur	pg1400.txt:1
creaturas	4300-0.txt:1
creature	pg730.txt:29`pg98.txt:25`pg1260.txt:21`pg1400.txt:16`4300-0.txt:15`2600-0.txt:13`5000-8.txt:12`pg345.txt:8`pg236.txt:5`pg6130.txt:2
creatures	5000-8.txt:19`pg98.txt:9`pg1400.txt:7`pg730.txt:5`4300-0.txt:5`pg1260.txt:5`2600-0.txt:3`pg236.txt:1`pg345.txt:1
credence	pg730.txt:2`pg1400.txt:1`4300-0.txt:1
credendum	5000-8.txt:1
credentials	pg1400.txt:1`pg98.txt:1`4300-0.txt:1`pg345.txt:1
credenza	5000-8.txt:1
credere	5000-8.txt:1
credi	5000-8.txt:2
crediamo	5000-8.txt:1
credible	5000-8.txt:1`pg6130.txt:1`pg1260.txt:1
credit	pg1400.txt:11`2600-0.txt:9`4300-0.txt:7`pg730.txt:5`pg98.txt:4`pg345.txt:4`pg6130.txt:3`pg1260.txt:3`5000-8.txt:1`pg236.txt:1
creditable	pg730.txt:1
credited	5000-8.txt:2
creditor	pg1400.txt:2`pg1260.txt:1
creditors	2600-0.txt:5`pg1400.txt:1`pg98.txt:1
credits	pg6130.txt:1
credo	5000-8.txt:1
credulity	pg6130.txt:3`pg1260.txt:1
credulously	4300-0.txt:1
cree	4300-0.txt:1
creecries	4300-0.txt:1
creed	pg1260.txt:6`4300-0.txt:2`pg345.txt:1
creeds	4300-0.txt:1
creek	4300-0.txt:2`pg1400.txt:1`2600-0.txt:1`pg730.txt:1
creels	4300-0.txt:1
creep	pg1400.txt:6`4300-0.txt:3`pg345.txt:3`pg730.txt:2`pg98.txt:2`2600-0.txt:1`pg236.txt:1
creeper	4300-0.txt:2
creepers	pg236.txt:7`4300-0.txt:1
creeping	pg730.txt:10`4300-0.txt:3`pg1260.txt:3`2600-0.txt:2`pg1400.txt:2`pg98.txt:2`pg345.txt:2`pg6130.txt:1`pg236.txt:1
creeps	pg6130.txt:4`4300-0.txt:3`pg236.txt:1`pg98.txt:1
creepycrawl	4300-0.txt:1
creepystools	4300-0.txt:1
creetur	pg730.txt:5`pg1400.txt:2
creeturs	pg730.txt:3`pg98.txt:1
creiontian	pg6130.txt:1
cremation	4300-0.txt:1
cremona	5000-8.txt:3
creole	pg1260.txt:3`4300-0.txt:1
creon	pg6130.txt:2
crepitant	4300-0.txt:1
crept	pg730.txt:16`2600-0.txt:7`pg1260.txt:6`pg1400.txt:4`pg98.txt:4`pg345.txt:4`4300-0.txt:3`5000-8.txt:1`pg236.txt:1
crepuscular	4300-0.txt:1
cresce	5000-8.txt:1
crescendo	4300-0.txt:1
crescent	pg345.txt:6`pg1260.txt:4`4300-0.txt:3`pg6130.txt:1
crescentio	5000-8.txt:1
crescenze	5000-8.txt:1
crescere	5000-8.txt:3
cresciere	5000-8.txt:2
cressciere	5000-8.txt:1
cresset	4300-0.txt:1
cressid	4300-0.txt:1
cressida	4300-0.txt:1
crest	pg6130.txt:16`4300-0.txt:3`5000-8.txt:2`2600-0.txt:1`pg236.txt:1`pg345.txt:1`pg1260.txt:1
crested	pg6130.txt:3`4300-0.txt:2`pg345.txt:1
crestfallen	pg1400.txt:1`2600-0.txt:1`pg98.txt:1`4300-0.txt:1
crests	5000-8.txt:4`4300-0.txt:1
creta	pg6130.txt:2
cretan	pg6130.txt:20
crete	pg6130.txt:13
crethon	pg6130.txt:1
cretic	4300-0.txt:1
cretonne	4300-0.txt:1
crevice	5000-8.txt:2`pg98.txt:2`pg1400.txt:1`pg730.txt:1`4300-0.txt:1
crevices	pg730.txt:2`pg345.txt:2`pg1260.txt:1
crew	pg6130.txt:22`pg345.txt:11`2600-0.txt:4`pg1400.txt:4`4300-0.txt:4`pg98.txt:1`pg1260.txt:1
crews	2600-0.txt:1
cri	4300-0.txt:1
criada	4300-0.txt:1
crib	pg1260.txt:9`pg730.txt:6`4300-0.txt:2`pg1400.txt:1
cribbage	pg730.txt:2
cribbed	4300-0.txt:2`pg1400.txt:1
crick	4300-0.txt:4
cricket	4300-0.txt:5`2600-0.txt:2`pg730.txt:1
cricketing	pg345.txt:1
crickets	2600-0.txt:1
crickey	4300-0.txt:1
cried	2600-0.txt:210`pg730.txt:182`4300-0.txt:81`pg1400.txt:60`pg1260.txt:57`pg98.txt:46`pg345.txt:33`pg6130.txt:30`pg236.txt:21`5000-8.txt:4
crier	4300-0.txt:2`pg236.txt:1
criers	pg1400.txt:1
cries	pg6130.txt:61`4300-0.txt:23`2600-0.txt:20`pg98.txt:15`pg730.txt:9`pg1400.txt:8`5000-8.txt:3`pg236.txt:3`pg345.txt:3`pg1260.txt:3
crime	2600-0.txt:14`pg6130.txt:12`pg1260.txt:11`pg730.txt:10`pg98.txt:8`4300-0.txt:5`pg345.txt:5`pg1400.txt:1
crimea	2600-0.txt:1
crimean	2600-0.txt:5
crimes	2600-0.txt:8`pg6130.txt:5`pg98.txt:5`pg730.txt:3`4300-0.txt:3`pg1400.txt:2`5000-8.txt:1`pg1260.txt:1
crimes—make	2600-0.txt:1
criminal	2600-0.txt:11`4300-0.txt:10`pg345.txt:9`pg1400.txt:4`pg730.txt:4`5000-8.txt:4`pg98.txt:2`pg1260.txt:2
criminality	pg1400.txt:1`4300-0.txt:1`pg1260.txt:1
criminals	2600-0.txt:5`pg730.txt:3`pg98.txt:2`5000-8.txt:1`4300-0.txt:1`pg345.txt:1
criminate	pg730.txt:1
crimmins	4300-0.txt:4
crimp	pg730.txt:1
crimped	pg1260.txt:1
crimps	4300-0.txt:1
crimson	2600-0.txt:12`pg1260.txt:10`4300-0.txt:9`pg6130.txt:5`pg345.txt:3`pg730.txt:2`5000-8.txt:1`pg98.txt:1
crimsoned	pg98.txt:1`4300-0.txt:1`pg1260.txt:1
crimsoning	4300-0.txt:1
cringe	pg1400.txt:2`2600-0.txt:1
cringes	pg1400.txt:3
cringing	4300-0.txt:2`pg345.txt:2`2600-0.txt:1`pg98.txt:1
crinkled	4300-0.txt:2`pg236.txt:1
crinkly	4300-0.txt:1
crinoline	4300-0.txt:1
cripple	2600-0.txt:1`pg730.txt:1`pg1260.txt:1
crippled	pg1400.txt:2`pg1260.txt:2`2600-0.txt:1`5000-8.txt:1
cripples	pg730.txt:11`pg98.txt:1`4300-0.txt:1
crippling	pg98.txt:1
crisis	pg1260.txt:6`pg1400.txt:3`2600-0.txt:2`pg98.txt:2`pg730.txt:1`pg6130.txt:1`pg345.txt:1
crisp	4300-0.txt:5`pg98.txt:2`pg1400.txt:1`2600-0.txt:1`pg345.txt:1
crispation	4300-0.txt:1
crispine	4300-0.txt:1
crisply	pg98.txt:1
crisscrossed	4300-0.txt:2
crissie	4300-0.txt:2
cristiani	pg6130.txt:1
cristiano	5000-8.txt:1
cristofano	5000-8.txt:1
cristoforo	5000-8.txt:1
criterion	2600-0.txt:1
critheis	pg6130.txt:3
critic	pg6130.txt:4`5000-8.txt:1
critical	2600-0.txt:6`pg730.txt:6`pg1400.txt:3`pg6130.txt:3`4300-0.txt:2`5000-8.txt:1`pg236.txt:1`pg98.txt:1`pg345.txt:1`pg1260.txt:1
critically	pg345.txt:1
criticise	pg730.txt:1`5000-8.txt:1`pg1260.txt:1
criticiser	4300-0.txt:1
criticising	5000-8.txt:1
criticism	pg6130.txt:12`2600-0.txt:5`5000-8.txt:2`pg345.txt:1
criticisms	2600-0.txt:1`pg6130.txt:1
criticize	2600-0.txt:3`pg6130.txt:1
criticized	2600-0.txt:2
criticized—criticized	2600-0.txt:1
criticizes	2600-0.txt:1
criticizing	2600-0.txt:3
critics	pg6130.txt:13`pg730.txt:1`5000-8.txt:1`pg1260.txt:1
critique	5000-8.txt:1
crivelli	5000-8.txt:2
cro	5000-8.txt:1
croagh	4300-0.txt:1
croak	4300-0.txt:3`pg98.txt:1
croaked	pg98.txt:9`2600-0.txt:1`pg730.txt:1
croaker	4300-0.txt:1
croaking	pg236.txt:1`pg98.txt:1
croats	2600-0.txt:1
croce	5000-8.txt:2
crock	pg1400.txt:1`4300-0.txt:1`pg1260.txt:1
crockery	2600-0.txt:3`pg1400.txt:2`5000-8.txt:1`pg98.txt:1`4300-0.txt:1
crocks	5000-8.txt:1
crocodile	5000-8.txt:5`4300-0.txt:3
crocus	pg6130.txt:2`4300-0.txt:1
crocuses	4300-0.txt:1`pg1260.txt:1
crocylia	pg6130.txt:1
croesmus	pg6130.txt:1
croesus	4300-0.txt:1
crofter	4300-0.txt:2
crofton	4300-0.txt:8
crois	5000-8.txt:2`pg6130.txt:1`4300-0.txt:1`pg1260.txt:1
croissent	5000-8.txt:2
croisã©	4300-0.txt:1
croit	5000-8.txt:1`4300-0.txt:1
croker	4300-0.txt:1
cromlechs	4300-0.txt:1
cromna	pg6130.txt:1
cromwell	4300-0.txt:3
cronaca	5000-8.txt:2
crone	4300-0.txt:3`pg730.txt:1`pg1260.txt:1
crones	pg730.txt:2`pg98.txt:1`4300-0.txt:1
cronica	5000-8.txt:4
cronico	5000-8.txt:1
cronies	4300-0.txt:2`pg345.txt:2
cronion	4300-0.txt:1
cronista	5000-8.txt:1
cronius	pg6130.txt:1
crook	pg1400.txt:1`pg6130.txt:1`4300-0.txt:1
crookback	4300-0.txt:3
crookbacked	4300-0.txt:1
crooked	4300-0.txt:15`pg6130.txt:5`pg98.txt:5`2600-0.txt:3`pg1400.txt:3`pg345.txt:1
crookeding	4300-0.txt:1
crookedly	pg98.txt:1`4300-0.txt:1
crooking	2600-0.txt:2`4300-0.txt:1
crooned	pg1260.txt:1
crooning	pg1400.txt:1`pg236.txt:1
crop	4300-0.txt:5`2600-0.txt:3`pg730.txt:1`pg345.txt:1
cropeared	4300-0.txt:1
croplands	pg236.txt:2
cropped	2600-0.txt:5`4300-0.txt:3`pg730.txt:1`pg98.txt:1
croppies	4300-0.txt:1
cropping	4300-0.txt:3`pg1400.txt:1
croppy	4300-0.txt:10
crops	2600-0.txt:3`pg6130.txt:3`pg236.txt:2`pg98.txt:1`4300-0.txt:1
cropt	pg6130.txt:1
croquant	pg1260.txt:2
croquer	pg1260.txt:1
crosart	2600-0.txt:1
crosbie	4300-0.txt:1
cross	2600-0.txt:74`5000-8.txt:34`4300-0.txt:32`pg1260.txt:24`pg345.txt:17`pg1400.txt:14`pg98.txt:12`pg6130.txt:9`pg730.txt:6`pg236.txt:3
crossbeam	2600-0.txt:1
crossblind	4300-0.txt:7
crossbones	4300-0.txt:2
crossbows	5000-8.txt:1
crossbuns	4300-0.txt:1
crosscat	4300-0.txt:1
crossed	2600-0.txt:65`4300-0.txt:26`pg1400.txt:19`pg730.txt:19`pg1260.txt:15`pg98.txt:12`pg345.txt:11`5000-8.txt:4`pg236.txt:3`pg6130.txt:1
crosses	2600-0.txt:10`4300-0.txt:3`5000-8.txt:2`pg730.txt:1`pg98.txt:1`pg345.txt:1
crossets	pg236.txt:1
crossexamination	4300-0.txt:1
crosseyed	4300-0.txt:1
crossfire	4300-0.txt:1
crossguns	4300-0.txt:1
crosshaven	4300-0.txt:2
crossing	2600-0.txt:51`pg345.txt:11`pg730.txt:7`4300-0.txt:7`5000-8.txt:6`pg1260.txt:5`pg6130.txt:3`pg236.txt:2`pg98.txt:2`pg1400.txt:1
crossings	2600-0.txt:1
crosslacing	4300-0.txt:1
crosslaid	4300-0.txt:1
crosslegged	4300-0.txt:3
crossly	2600-0.txt:6
crossness	2600-0.txt:1
crossroads	2600-0.txt:4`pg236.txt:1
crosstempered	4300-0.txt:1
crosstree	4300-0.txt:1
crosstrees	4300-0.txt:1
crossway	2600-0.txt:1
crosswise	5000-8.txt:4
crotchety	2600-0.txt:1`4300-0.txt:1
crotthers	4300-0.txt:7
crotty	4300-0.txt:1
crouch	2600-0.txt:1`pg730.txt:1
crouched	4300-0.txt:5`2600-0.txt:3`pg345.txt:2`pg1260.txt:2`pg730.txt:1
crouches	4300-0.txt:4
crouching	pg730.txt:6`pg98.txt:4`4300-0.txt:3`pg1400.txt:2`2600-0.txt:1`5000-8.txt:1
croup	4300-0.txt:2
croups	2600-0.txt:1`4300-0.txt:1
crow	5000-8.txt:3`4300-0.txt:2`pg345.txt:2`pg1260.txt:2`pg1400.txt:1`2600-0.txt:1`pg730.txt:1`pg98.txt:1
crowbar	pg730.txt:4`pg98.txt:3`4300-0.txt:2
crowd	2600-0.txt:210`pg98.txt:41`pg730.txt:32`pg6130.txt:25`4300-0.txt:22`pg345.txt:10`5000-8.txt:8`pg236.txt:7`pg1400.txt:6`pg1260.txt:1
crowded	2600-0.txt:40`pg730.txt:16`pg6130.txt:14`pg98.txt:6`pg236.txt:4`pg1260.txt:4`pg1400.txt:3`4300-0.txt:3`5000-8.txt:2`pg345.txt:2
crowding	2600-0.txt:17`pg1400.txt:2`pg730.txt:2`pg6130.txt:1`pg236.txt:1`4300-0.txt:1`pg345.txt:1`pg1260.txt:1
crowds	2600-0.txt:30`pg6130.txt:14`pg98.txt:4`4300-0.txt:4`pg730.txt:2`pg236.txt:2`pg345.txt:2
crowd—officials	2600-0.txt:1
crowed	2600-0.txt:3`4300-0.txt:2
crowing	2600-0.txt:3`pg1400.txt:1`5000-8.txt:1
crown	pg6130.txt:90`4300-0.txt:33`pg1400.txt:9`pg730.txt:9`pg1260.txt:8`5000-8.txt:6`pg98.txt:5`2600-0.txt:4`pg345.txt:2
crowned	2600-0.txt:7`5000-8.txt:6`4300-0.txt:4`pg1260.txt:3`pg1400.txt:2`pg236.txt:1`pg345.txt:1
crowning	5000-8.txt:2`4300-0.txt:2`pg1400.txt:1`pg98.txt:1
crowns	4300-0.txt:9`pg6130.txt:7`5000-8.txt:2`pg98.txt:1
crown—an	2600-0.txt:1
crown—but	2600-0.txt:1
crows	2600-0.txt:6`4300-0.txt:4`pg1400.txt:2`pg345.txt:2`pg1260.txt:2`5000-8.txt:1
croysant	5000-8.txt:1
crozier	4300-0.txt:2
cru	5000-8.txt:2
cruahan	4300-0.txt:1
crubeen	4300-0.txt:5
crubeens	4300-0.txt:1
crucial	4300-0.txt:2
crucible	5000-8.txt:1
crucibles	pg1260.txt:1
crucifer	4300-0.txt:1
crucified	2600-0.txt:1`5000-8.txt:1`4300-0.txt:1
crucifix	pg345.txt:19`4300-0.txt:2`pg1260.txt:2
crucifixes	5000-8.txt:1`pg345.txt:1
crucify	4300-0.txt:2
crude	2600-0.txt:1`5000-8.txt:1`4300-0.txt:1
crudele	2600-0.txt:2
crudeness	5000-8.txt:1
cruder	4300-0.txt:1
cruel	2600-0.txt:29`5000-8.txt:16`pg98.txt:16`pg1260.txt:13`4300-0.txt:12`pg6130.txt:10`pg1400.txt:7`pg730.txt:7`pg345.txt:5
cruelest	pg98.txt:1
cruelly	2600-0.txt:4`5000-8.txt:4`pg98.txt:1`pg345.txt:1`pg1260.txt:1
cruelty	2600-0.txt:15`pg1260.txt:5`pg730.txt:4`4300-0.txt:4`5000-8.txt:3`pg1400.txt:2`pg345.txt:2`pg6130.txt:1`pg98.txt:1
cruentus	4300-0.txt:1
cruet	pg1400.txt:1
cruets	5000-8.txt:1
cruise	4300-0.txt:1
cruiskeen	4300-0.txt:1
crumb	pg1400.txt:2`pg730.txt:1`4300-0.txt:1`pg1260.txt:1
crumble	pg345.txt:2`pg1400.txt:1`pg98.txt:1
crumbled	pg1260.txt:3`2600-0.txt:2`pg730.txt:1`pg98.txt:1`pg345.txt:1
crumbling	2600-0.txt:2`pg6130.txt:2`pg98.txt:2`pg730.txt:1`4300-0.txt:1`pg1260.txt:1
crumbs	4300-0.txt:5`pg1260.txt:4`pg1400.txt:3`pg730.txt:2`pg98.txt:2`pg345.txt:1
crumlin	4300-0.txt:2
crumpled	4300-0.txt:7`2600-0.txt:6`pg1400.txt:2`pg98.txt:1`pg1260.txt:1
crumpling	2600-0.txt:3
crunch	pg236.txt:1
